Product Name,MRP,Short description
Men Rust Cotton Plus Size Casual Shirt,2999,"Rust solid opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Tartan Checked Cotton Casual Shirt,2999,"Brown tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Tartan Checked Casual Cotton Shirt,2149,"Blue tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Straight Boxy Tartan Checked Cotton Casual Shirt,2999,"Navy blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Tartan Checks Checked Cotton Casual Shirt,2149,"Blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Navy Blue Tartan Checked Casual Cotton Shirt,2149,"Navy blue tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red & Black Pure Cotton Tartan Checked Casual Shirt,2299,"Red and white tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Solid Comfort Casual Cotton Shirt,1699,"Solid opaque Casual shirt ,has a mandarin collar, button placket, short regular sleeves, curved hem"
Men Tan Solid Super Slim Fit Pure Cotton Casual Shirt,1999,"Tan solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Floral Printed Casual Pure Cotton Shirt,2999,"Floral printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Horizontal Striped Cotton Casual Shirt,2999,"Blue horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Floral Printed Casual Cotton Shirt,2149,"Navy blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Printed Pure Cotton Casual Sustainable Shirt,1999,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
Men Blue & Grey Classic Slim Fit Grid Tattersall Checks Cotton Casual Shirt,2999,"Blue & grey grid tattersall checks checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Classic Horizontal Striped Cotton Casual Shirt,1199,"White horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Yellow & Blue Tailored Fit Checked Pure Cotton Casual Shirt,2299,"Yellow & Blue other checked opaque pure cotton Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Pure Cotton Slim Fit Floral Printed Casual Shirt,2499,"Navy blue floral printed Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Cotton Casual Shirt,899,"Red solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Classic Tartan Checks Pure Cotton Casual Shirt,2999,"Tartan checks opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Revert Men Green Slim Fit Modern Elementaries Casual Shirt,2499,"Product Design Details
Colour: White
Pattern: Self-designed, textured
Slim fit shirt with kent collar
Distinctive tonal branding at the placket
Constructed in Twill 40X40 Birds eye Dobby (Soft Finish)
Innovation
 A soft finish provides a softer hand feel elevating the overall look

Why this item?
This modern shirt is crafted with a high percentage of cotton for breathable comfort and a super-soft feel against the skin. Ideal for businesswear or just your over the keyboard dressing."
Men Blue Printed Cotton Casual Shirt,899,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Red Slim Fit Solid Linen Casual Shirt,3599,"Rust Red solid opaque linen casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Solid Standard Slim Fit Pure Cotton Casual Shirt,2299,"Blue solid solid opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Geometric Printed Pure Cotton Casual Shirt,1799,"Maroon & Black geometric printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Solid Pure Cotton Slim Fit Casual Shirt,1999,"Green solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Black Slim Fit Opaque Pure Cotton Casual Shirt,1799,"Black solid opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Red Slim Fit Checked Pure Cotton Casual Shirt,1999,"Red other checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Beige And White Slim Fit Floral Printed Pure Cotton Casual Shirt,2499,"Beige floral printed Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Chiseled Slim Fit Checked Casual Cotton Shirt,2299,"Red other checks checked opaque Casual shirt ,has a spread collar, button placket,1 pocket, long regular sleeves, curved hem"
Spread Collar Classic Cotton Casual Shirt,499,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Pure Cotton Checked Casual Shirt,1799,"White & blue other checks opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Maroon Slim Fit Printed Pure Cotton Casual Shirt,2199,"Maroon solid printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pack of 2 White Pure Cotton Casual Shirt,998,"Pack of 2 White Casual Shirt
White solid solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Maroon Slim Fit Striped Semiformal Pure Cotton Shirt,1699,"Maroon vertical stripes semiformal shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men White Comfort Slim Fit Colourblocked Cotton Casual Shirt,2990,"White colourblocked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Chiseled Slim Fit Printed Pure Cotton Casual Shirt,2299,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
The Lifestyle Co. Men Brown Checked Pure Cotton Casual Shirt,1499,"Brown tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Cotton Classic Printed Casual Shirt,2299,"White abstract printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Green & Blue Slim Fit Checked Casual Pure Cotton Shirt,2199,"Green &Blue tartan checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Ethnic Motif Printed Classic Casual Cotton Shirt,2299,"Mustard yellow and red ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Green & White Slim Fit Printed Cotton Linen Casual Shirt,2299,"Green floral printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Club Geometric Printed Pure Cotton Slim Fit Party Shirt,2299,"White geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Grid Tattersall Checked Cotton Casual Shirt,1299,"Blue grid tattersall  checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Solid Casual Cotton Shirt,2099,"Green solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men Olive Green And White Slim Fit Floral Printed Pure Cotton Casual Shirt,1799,"Olive green and White floral printed Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Tartan Checked Casual Cotton Shirt,2799,"Tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Yellow Chiseled Slim Fit Printed Pure Cotton Casual Shirt,2299,"Yellow micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Rust Red & Beige Pure Cotton Hand Block Comfort Printed Casual Shirt,1499,"Rust geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, straight hem

Disclaimer: This unique fabric has been dyed/ printed using traditional dyeing processes. Some colours may initially transfer when in dry or wet contact with light coloured fabrics or upholstery. This transfer will reduce after a few washes but we recommend that you wash the product separately for the first few washes."
Men Grey Solid Standard Slim Fit Pure Cotton Casual Shirt,2299,"Grey solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Plus Size White Tartan Checked Casual Cotton Shirt,2599,"White tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Navy Blue & Red Slim Fit Tartan Checks Checked Pure Cotton Casual Shirt,2099,"Navy blue and red tartan checks checked opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Chiseled Slim Fit Tartan Checks Checked Cotton Casual Shirt,2299,"Tartan checks checked opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, straight hem"
Men Maroon Striped Cotton Slim Fit Casual Shirt,1249,"Maroon vertical striped opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Olive Green Pure Cotton Sustainable Casual Shirt,1499,"Olive Green solid casual shirt, has a mandarin collar, long sleeves, button placket, and curved hem"
Men Classic Casual Cotton Shirt,2500,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Classic Casual Cotton Shirt,2600,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Printed Casual Cotton Shirt,999,"Printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Striped Semiformal Cotton Shirt,3499,"Black vertical striped opaque semiformal shirt, has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Chiseled Slim Fit Printed Pure Cotton Casual Shirt,2299,"Brown conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Beige & Black Slim Fit Printed Cotton Linen Casual Shirt,2099,"Beige and black micro ditsy printed opaque casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Green Tailored Fit Ditsy Floral Floral Printed Pure Cotton Casual Shirt,2099,"Green ditsy floral printed opaque pure cotton Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White And Red Sport Fit Floral Printed Pure Cotton Casual Shirt,1999,"White floral printed Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Chiseled Slim Fit Tartan Checks Pure Cotton Casual Shirt,2299,"Tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Ethnic Motif Printed Casual Cotton Shirt,999,"Printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cotton Casual Shirt,1899,"Navy blue solid opaque Casual shirt ,has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Floral Printed Casual Cotton Shirt,999,"Lavender floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Blue Windowpane Checks Checked Pure Cotton Casual Shirt,2299,"Blue windowpane checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Red Classic Slim Fit Tartan Checks Cotton Casual Shirt,2799,"Red tartan checks opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow & White Slim Fit Printed Pure Cotton Casual Shirt,1899,"Yellow and white printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink & Black Graphic Printed Pure Cotton Sustainable Casual Shirt,1499,"Pink and Black printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
Men Printed Casual Cotton Shirt,999,"Sea green ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Cotton Checked Formal Shirt,2599,"Blue vertical stripes checked opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Printed Casual Cotton Shirt,999,"Navy blue ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Printed Pure Cotton Casual Shirt,2299,"Blue conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Tailored Fit Checked Pure Cotton Casual Shirt,2599,"Blue shepherd checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Micro Ditsy Printed Cotton Casual Shirt,2349,"Micro ditsy printed opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Pure Cotton Casual Shirt,1899,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men Slim Fit Printed Casual Cotton Shirt,2349,"Micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Standard Casual Cotton Shirt,1999,"Brown solid opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Black Slim Fit Printed Casual Cotton Shirt,2199,"Black abstract printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Green & Brown Striped Pure Cotton Casual Shirt,2299,"Green vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Yellow Printed Pure Cotton Casual Shirt,2299,"White & yellow micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
U S Polo Assn Denim Co Men Rust Tartan Checked Pure Cotton Casual Shirt,2299,"Rust tartan checked casual shirt, has a button-down collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Black Solid Slim Fit Pure Cotton Casual Shirt,1799,"Black solid opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men White Slim Fit Printed Cotton Casual Shirt,2099,"White abstract printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Solid Pure Cotton Casual Shirt,1899,"Blue solid opaque Casual shirt ,
has a cutaway collar,
button placket,
long roll-up sleeves,
curved hem"
Men Teal Blue Cotton Manhattan Slim Fit Tartan Checks Casual Shirt,2299,"Teal blue tartan checks opaque Casual shirt, has a spread collar, full button placket, 1 patch pocket, long roll-up sleeves, straight hem"
Men Pure Cotton Sport Slim Fit Checked Casual Shirt,1598,"Navy blue, green, coral red & white checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & Peach Slim Fit Printed Cotton Casual Shirt,1149,"Navy blue and peach horizantal printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Yellow Pure Cotton Slim Fit Checked Casual Shirt,2299,"Yellow tartan checked opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Smart Casual Cotton Shirt,1749,"Black solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Olive Green & Brown Pure Cotton Standard Slim Fit Tartan Checked Casual Shirt,1899,"Olive green and brown tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Brown Tartan Checks Pure Cotton Slim Fit Casual Shirt,2099,"Brown tartan checks opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, and curved hem"
Men Yellow Checked Cotton Casual Shirt,2299,"Yellow other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Brown Solid Comfort Cotton Shirt,1749,"Rust brown solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Beige & Navy Blue Cotton Slim Fit Micro Ditsy Printed Casual Shirt,1999,"Beige and navy blue micro ditsy printed Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Beige & Navy Blue Cotton Slim Fit Micro Ditsy Printed Casual Shirt,2099,"Beige and navy blue micro ditsy printed Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue & Brown Slim Fit Checked Pure Cotton Casual Shirt,1899,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Olive Green Striped Cotton Casual Shirt,2299,"Olive green vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Solid Pure Cotton Casual Shirt,1549,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Printed Pure Cotton Casual Shirt,2149,"Green micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow Floral Printed Pure Cotton Rozana Casual Shirt,1699,"About the Brand:
Everything created at the House of Pataudi is inspired by the modern Indian sensibility. We believe in a seamless weave of the past with the present. Our carefully crafted pieces give expression to a refined and effortless way of life.

About the collection:
Rozana: Everyday wear with a contemporary ethnic touch. Easy, contemporary silhouettes with a hint of detailing to transcend your daily wardrobe essentials. The collection celebrates a mix of prints and solids with attention to details inspired from the regal architecture of the Palace.

Product Design Details:
Yellow casual shirt
Floral printed
Opaque
Mandarin collar
Button placket
Long regular sleeves
Curved hem"
Men Turquoise Blue Pure Cotton Floral Printed Casual Shirt,2199,"Turquoise blue floral printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Slim Fit Cotton Checked Casual Shirt,1899,"Red other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Plus Size Pure Cotton Printed Casual Shirt,2499,"White printed casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow Slim Fit Printed Cotton Casual Shirt,2299,"Yellow conversational printed opaque Casual shirt
a spread collar
button placket
1 pocket
long regular sleeves
curved hem"
Men Horizontal Stripes Striped Casual Cotton Shirt,1999,"Horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Checked Casual Cotton Shirt,1999,"Checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Band Collar Casual Cotton Shirt,1499,"solid opaque Casual shirt ,has a band collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue Relaxed Fit Linen-Blend Shirt,1999,"Relaxed-fit shirt in a linen and cotton weave with a turn-down collar, classic front and yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button, an open chest pocket and a gently rounded hem."
Men Tartan Checked Cotton Casual Shirt,1499,"Tartan checked opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Olive Green & Black Printed Pure Cotton Sustainable Casual Shirt,1499,"Olive green and black printed casual shirt, has a mandarin collar, long sleeves, button placket, curved hem"
Men Conversational Printed Cotton Casual Shirt,1399,"Conversational printed 
Opaque Casual shirt
Has a spread collar
Button placket
1 patch pocket
Short regular sleeves
Curved hem"
Men Rust & White Slim Fit Opaque Checked Pure Cotton Casual Shirt,1799,"Rust & white checked opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Plus Size Classic Colourblocked Cotton Casual Shirt,1999,"Colourblocked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Red Slim Fit Tartan Checked Cotton Casual Shirt,1799,"Red tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Mustard Yellow Printed Pure Cotton Casual Shirt,1599,"Mustard yellow geometric printed casual shirt, has a cutaway collar, button placket, long regular sleeves, curved hem"
Men Plus Size Classic Cotton Casual Shirt,1999,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Slim Fit Printed Casual Shirt 100% Cotton,1599,"Black geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Plus size Printed Casual Cotton Shirt,1949,"Graphic printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Pink & Green Checked Reversible Cotton Casual Shirt,2099,"Pink other checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Cotton Slim Fit Casual Shirt,2099,"Solid opaque Casual shirt ,has a mandarin collar, 1 patch pocket,button placket, short regular sleeves, curved hem"
Men Green Classic Tartan Checked Cotton Casual Shirt,1999,"Green tartan checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Classic Tartan Checked Cotton Casual Shirt,1999,"Blue tartan checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Tartan Checked Cotton Casual Shirt,2999,"Green tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Brown Classic Checked Cotton Casual Shirt,1999,"Brown other checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Grey & Blue Slim Fit Tartan Checked Cotton Casual Shirt,2398,"Grey & Blue tartan checks checked opaque Casual shirt
has a spread collar
button placket
long regular sleeves
curved hem"
Men Brown Checked Cotton Linen Casual Shirt,2399,"Brown tartan checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Red Cotton Slim Fit Tartan Checks Checked Casual Shirt,2398,"Red tartan checks checked opaque Casual shirt ,has a button-down collar, button placket, long roll-up sleeves, curved hem"
Men Blue & Grey Pure Cotton Classic Fit Checked Casual Shirt,1898,"Blue and grey checked casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Super Slim Fit Pure Cotton Casual Shirt,2199,"Dark Teal Blue solid opaque Casual shirt
Has a spread collar
Button placket
1 patch pocket
Long regular sleeves
Curved hem"
Men Blue Solid Pure Cotton Casual Shirt,1699,"Blue solid Casual shirt, has a mandarin collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Tartan Checks Cotton Casual Shirt,2398,"Blue tartan checks checked opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Beige Slim Fit Pure Cotton Casual Shirt,2699,"Beige solid opaque Casual shirt ,has a spread collar, button placket, 1 welt pocket, long regular sleeves, curved hem"
Men Magenta & Orange Checked Pure Cotton Casual Sustainable Shirt,1999,"Magenta and Orange checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men Orange And Blue Slim Fit Checked Pure Cotton Casual Shirt,2399,"Orange and Blue checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Cotton Striped Casual Shirt,2099,"White vertical stripes striped opaque Casual shirt ,has a mandarin collar, button placket, long roll-up sleeves, curved hem"
Men Blue Tartan Checks Regular Fit Pure Cotton Checked Casual Shirt,2199,"Blue tartan checks checked opaque Casual shirt ,has a button-down collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Rust Solid Slim Fit Cotton Casual Shirt,1649,"Rust solid opaque Casual shirt
has a spread collar
button placket
1 patch pocket
long regular sleeves
curved hem"
Men Black & White Super Slim Fit Checked Pure Cotton Casual Shirt,2199,"Black and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men Green Pure Cotton Slim Fit Casual Shirt,1795,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Tartan Checked Oversized Shacket,3499,"Tartan Checked Oversized  Shacket ,has a spread collar, snap button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Blue And White Slim Fit Printed Pure Cotton Casual Shirt,2199,"Blue and White abstract printed Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men White Premium Cotton Casual Shirt,899,"White solid opaque Casual shirt ,has a mandarin collar, button placket, na pocket, long regular sleeves, curved hem"
Men White & Peach-Coloured Slim Fit Printed Cotton Casual Shirt,1699,"White and Peach-coloured printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
Men Checked Casual Cotton Shirt,2599,"Brown checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
The Lifestyle Co Men Rust Orange Cotton Casual Shirt,2199,"Rust orange solid opaque casual shirt, has a spread collar, button placket, 2 flap pockets, long roll-up sleeves, curved hem"
U S Polo Assn Men Olive Green And Blue Tailored Fit Checked Pure Cotton Casual Shirt,2299,"Olive green and Blue tartan checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Printed Casual Cotton Shirt,2496,"Green conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Checked Pure Cotton Casual Shirt,2599,"Red tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Floral Printed Cotton Casual Shirt,2496,"Blue floral printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Casual Cotton Shirt,2496,"Blue micro ditsy printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Smart Slim Fit Linen Cotton Casual Shirt,2099,"White solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
U S Polo Assn Men Red Checked Pure Cotton Casual Shirt,2999,"Red other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Slim Fit Tartan Checked Monochrome Casual Cotton Shirt,2598,"Tartan checked opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
U S Polo Assn Men Pink & White Tailored Fit Micro Checked Pure Cotton Casual Shirt,2599,"Pink & White micro checked opaque pure cotton Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Printed Casual Cotton Shirt,1649,"White micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Orange Casual Cotton Shirt,2999,"Orange solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & White Slim Fit Striped Cotton Casual Shirt,1249,"Blue vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Pure Cotton Formal Shirt,1599,"Blue solid opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Yellow Slim Fit Cotton Casual Shirt,2599,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
